qseqid	General functional category	Functional category	DB ID	Protein description	DB description	EC number	KO	CDD ID	pident	length	mismatch	gapopen	qstart	qend	sstart	send	evalue	bitscore
tr|L0K857|L0K857_HALHC	CELLULAR PROCESSES AND SIGNALING	Posttranslational modification, protein turnover, chaperones 	COG0265	Periplasmic serine protease, S1-C subfamily, contain C-terminal PDZ domain	Periplasmic serine protease, S1-C subfamily, contain C-terminal PDZ domain [Posttranslational modification, protein turnover, chaperones]. 	3.4.21.-	K08372,K01362,K01238,K00754,K00908,K08070	CDD:440035	52.347	277.0	126.0	4.0	92.0	365.0	1.0	274.0	5.0800000000000005e-132	376.0
tr|L0KCY7|L0KCY7_HALHC	METABOLISM	Carbohydrate transport and metabolism 	COG1638	TRAP-type C4-dicarboxylate transport system, periplasmic component	TRAP-type C4-dicarboxylate transport system, periplasmic component [Carbohydrate transport and metabolism]. 		K00368	CDD:441245	42.012	338.0	182.0	2.0	11.0	347.0	5.0	329.0	1.7100000000000002e-144	408.0
tr|L0KVN3|L0KVN3_METHD	CELLULAR PROCESSES AND SIGNALING	Cell wall/membrane/envelope biogenesis 	COG4783	Outer membrane protein chaperone/metalloprotease BepA/YfgC, contains M48 and TPR domains	Outer membrane protein chaperone/metalloprotease BepA/YfgC, contains M48 and TPR domains [Cell wall/membrane/envelope biogenesis, Posttranslational modification, protein turnover, chaperones]. 	3.4.24.-	K01802,K00754,K01417,K00870	CDD:443813	35.294	136.0	88.0	0.0	574.0	709.0	4.0	139.0	1.49e-31	117.0
tr|L0KVN3|L0KVN3_METHD	CELLULAR PROCESSES AND SIGNALING	Posttranslational modification, protein turnover, chaperones 	COG4783	Outer membrane protein chaperone/metalloprotease BepA/YfgC, contains M48 and TPR domains	Outer membrane protein chaperone/metalloprotease BepA/YfgC, contains M48 and TPR domains [Cell wall/membrane/envelope biogenesis, Posttranslational modification, protein turnover, chaperones]. 	3.4.24.-	K01802,K00754,K01417,K00870	CDD:443813	35.294	136.0	88.0	0.0	574.0	709.0	4.0	139.0	1.49e-31	117.0
tr|L0KVN3|L0KVN3_METHD	CELLULAR PROCESSES AND SIGNALING	Cell wall/membrane/envelope biogenesis 	COG4783	Outer membrane protein chaperone/metalloprotease BepA/YfgC, contains M48 and TPR domains	Outer membrane protein chaperone/metalloprotease BepA/YfgC, contains M48 and TPR domains [Cell wall/membrane/envelope biogenesis, Posttranslational modification, protein turnover, chaperones]. 	3.4.24.-	K01802,K00754,K01417,K00870	CDD:443813	31.159	138.0	95.0	0.0	640.0	777.0	2.0	139.0	5.5899999999999995e-30	112.0
tr|L0KVN3|L0KVN3_METHD	CELLULAR PROCESSES AND SIGNALING	Posttranslational modification, protein turnover, chaperones 	COG4783	Outer membrane protein chaperone/metalloprotease BepA/YfgC, contains M48 and TPR domains	Outer membrane protein chaperone/metalloprotease BepA/YfgC, contains M48 and TPR domains [Cell wall/membrane/envelope biogenesis, Posttranslational modification, protein turnover, chaperones]. 	3.4.24.-	K01802,K00754,K01417,K00870	CDD:443813	31.159	138.0	95.0	0.0	640.0	777.0	2.0	139.0	5.5899999999999995e-30	112.0
tr|L0KVN3|L0KVN3_METHD	CELLULAR PROCESSES AND SIGNALING	Cell wall/membrane/envelope biogenesis 	COG4783	Outer membrane protein chaperone/metalloprotease BepA/YfgC, contains M48 and TPR domains	Outer membrane protein chaperone/metalloprotease BepA/YfgC, contains M48 and TPR domains [Cell wall/membrane/envelope biogenesis, Posttranslational modification, protein turnover, chaperones]. 	3.4.24.-	K01802,K00754,K01417,K00870	CDD:443813	32.836	134.0	90.0	0.0	678.0	811.0	6.0	139.0	8.65e-30	112.0
tr|L0KVN3|L0KVN3_METHD	CELLULAR PROCESSES AND SIGNALING	Posttranslational modification, protein turnover, chaperones 	COG4783	Outer membrane protein chaperone/metalloprotease BepA/YfgC, contains M48 and TPR domains	Outer membrane protein chaperone/metalloprotease BepA/YfgC, contains M48 and TPR domains [Cell wall/membrane/envelope biogenesis, Posttranslational modification, protein turnover, chaperones]. 	3.4.24.-	K01802,K00754,K01417,K00870	CDD:443813	32.836	134.0	90.0	0.0	678.0	811.0	6.0	139.0	8.65e-30	112.0
tr|L0KVN3|L0KVN3_METHD	CELLULAR PROCESSES AND SIGNALING	Cell wall/membrane/envelope biogenesis 	COG4783	Outer membrane protein chaperone/metalloprotease BepA/YfgC, contains M48 and TPR domains	Outer membrane protein chaperone/metalloprotease BepA/YfgC, contains M48 and TPR domains [Cell wall/membrane/envelope biogenesis, Posttranslational modification, protein turnover, chaperones]. 	3.4.24.-	K01802,K00754,K01417,K00870	CDD:443813	30.435	138.0	96.0	0.0	742.0	879.0	2.0	139.0	1.3199999999999999e-28	108.0
tr|L0KVN3|L0KVN3_METHD	CELLULAR PROCESSES AND SIGNALING	Posttranslational modification, protein turnover, chaperones 	COG4783	Outer membrane protein chaperone/metalloprotease BepA/YfgC, contains M48 and TPR domains	Outer membrane protein chaperone/metalloprotease BepA/YfgC, contains M48 and TPR domains [Cell wall/membrane/envelope biogenesis, Posttranslational modification, protein turnover, chaperones]. 	3.4.24.-	K01802,K00754,K01417,K00870	CDD:443813	30.435	138.0	96.0	0.0	742.0	879.0	2.0	139.0	1.3199999999999999e-28	108.0
tr|L0KVN3|L0KVN3_METHD	CELLULAR PROCESSES AND SIGNALING	Cell wall/membrane/envelope biogenesis 	COG4783	Outer membrane protein chaperone/metalloprotease BepA/YfgC, contains M48 and TPR domains	Outer membrane protein chaperone/metalloprotease BepA/YfgC, contains M48 and TPR domains [Cell wall/membrane/envelope biogenesis, Posttranslational modification, protein turnover, chaperones]. 	3.4.24.-	K01802,K00754,K01417,K00870	CDD:443813	31.746	126.0	86.0	0.0	717.0	842.0	11.0	136.0	6.84e-28	106.0
tr|L0KVN3|L0KVN3_METHD	CELLULAR PROCESSES AND SIGNALING	Posttranslational modification, protein turnover, chaperones 	COG4783	Outer membrane protein chaperone/metalloprotease BepA/YfgC, contains M48 and TPR domains	Outer membrane protein chaperone/metalloprotease BepA/YfgC, contains M48 and TPR domains [Cell wall/membrane/envelope biogenesis, Posttranslational modification, protein turnover, chaperones]. 	3.4.24.-	K01802,K00754,K01417,K00870	CDD:443813	31.746	126.0	86.0	0.0	717.0	842.0	11.0	136.0	6.84e-28	106.0
tr|L0KVN3|L0KVN3_METHD	CELLULAR PROCESSES AND SIGNALING	Cell wall/membrane/envelope biogenesis 	COG4783	Outer membrane protein chaperone/metalloprotease BepA/YfgC, contains M48 and TPR domains	Outer membrane protein chaperone/metalloprotease BepA/YfgC, contains M48 and TPR domains [Cell wall/membrane/envelope biogenesis, Posttranslational modification, protein turnover, chaperones]. 	3.4.24.-	K01802,K00754,K01417,K00870	CDD:443813	33.333	135.0	90.0	0.0	609.0	743.0	5.0	139.0	8.54e-28	106.0
tr|L0KVN3|L0KVN3_METHD	CELLULAR PROCESSES AND SIGNALING	Posttranslational modification, protein turnover, chaperones 	COG4783	Outer membrane protein chaperone/metalloprotease BepA/YfgC, contains M48 and TPR domains	Outer membrane protein chaperone/metalloprotease BepA/YfgC, contains M48 and TPR domains [Cell wall/membrane/envelope biogenesis, Posttranslational modification, protein turnover, chaperones]. 	3.4.24.-	K01802,K00754,K01417,K00870	CDD:443813	33.333	135.0	90.0	0.0	609.0	743.0	5.0	139.0	8.54e-28	106.0
tr|L0KVN3|L0KVN3_METHD	CELLULAR PROCESSES AND SIGNALING	Cell wall/membrane/envelope biogenesis 	COG4783	Outer membrane protein chaperone/metalloprotease BepA/YfgC, contains M48 and TPR domains	Outer membrane protein chaperone/metalloprotease BepA/YfgC, contains M48 and TPR domains [Cell wall/membrane/envelope biogenesis, Posttranslational modification, protein turnover, chaperones]. 	3.4.24.-	K01802,K00754,K01417,K00870	CDD:443813	32.824	131.0	88.0	0.0	779.0	909.0	5.0	135.0	2.25e-27	105.0
tr|L0KVN3|L0KVN3_METHD	CELLULAR PROCESSES AND SIGNALING	Posttranslational modification, protein turnover, chaperones 	COG4783	Outer membrane protein chaperone/metalloprotease BepA/YfgC, contains M48 and TPR domains	Outer membrane protein chaperone/metalloprotease BepA/YfgC, contains M48 and TPR domains [Cell wall/membrane/envelope biogenesis, Posttranslational modification, protein turnover, chaperones]. 	3.4.24.-	K01802,K00754,K01417,K00870	CDD:443813	32.824	131.0	88.0	0.0	779.0	909.0	5.0	135.0	2.25e-27	105.0
tr|L0KVN3|L0KVN3_METHD	CELLULAR PROCESSES AND SIGNALING	Cell wall/membrane/envelope biogenesis 	COG4783	Outer membrane protein chaperone/metalloprotease BepA/YfgC, contains M48 and TPR domains	Outer membrane protein chaperone/metalloprotease BepA/YfgC, contains M48 and TPR domains [Cell wall/membrane/envelope biogenesis, Posttranslational modification, protein turnover, chaperones]. 	3.4.24.-	K01802,K00754,K01417,K00870	CDD:443813	30.357	112.0	78.0	0.0	564.0	675.0	28.0	139.0	7.71e-24	95.3
tr|L0KVN3|L0KVN3_METHD	CELLULAR PROCESSES AND SIGNALING	Posttranslational modification, protein turnover, chaperones 	COG4783	Outer membrane protein chaperone/metalloprotease BepA/YfgC, contains M48 and TPR domains	Outer membrane protein chaperone/metalloprotease BepA/YfgC, contains M48 and TPR domains [Cell wall/membrane/envelope biogenesis, Posttranslational modification, protein turnover, chaperones]. 	3.4.24.-	K01802,K00754,K01417,K00870	CDD:443813	30.357	112.0	78.0	0.0	564.0	675.0	28.0	139.0	7.71e-24	95.3
tr|L0KVN3|L0KVN3_METHD	CELLULAR PROCESSES AND SIGNALING	Defense mechanisms 	COG1787	Endonuclease, HJR/Mrr/RecB family	Endonuclease, HJR/Mrr/RecB family [Defense mechanisms]. 			CDD:441393	56.14	114.0	50.0	0.0	445.0	558.0	6.0	119.0	2.13e-50	170.0
tr|L0KVN3|L0KVN3_METHD	POORLY CHARACTERIZED	General function prediction only 	COG0457	Tetratricopeptide (TPR) repeat	Tetratricopeptide (TPR) repeat [General function prediction only]. 		K02208,K01179,K08287,K08884,K00754,K01277,K00476,K02350,K03797,K00575,K00908,K01768,K06026,K05345,K07126	CDD:440225	34.615	234.0	153.0	0.0	635.0	868.0	1.0	234.0	3.6799999999999996e-54	185.0
tr|L0KVN3|L0KVN3_METHD	POORLY CHARACTERIZED	General function prediction only 	COG0457	Tetratricopeptide (TPR) repeat	Tetratricopeptide (TPR) repeat [General function prediction only]. 		K02208,K01179,K08287,K08884,K00754,K01277,K00476,K02350,K03797,K00575,K00908,K01768,K06026,K05345,K07126	CDD:440225	33.333	240.0	160.0	0.0	567.0	806.0	1.0	240.0	1.41e-53	184.0
tr|L0KVN3|L0KVN3_METHD	POORLY CHARACTERIZED	General function prediction only 	COG0457	Tetratricopeptide (TPR) repeat	Tetratricopeptide (TPR) repeat [General function prediction only]. 		K02208,K01179,K08287,K08884,K00754,K01277,K00476,K02350,K03797,K00575,K00908,K01768,K06026,K05345,K07126	CDD:440225	42.262	168.0	97.0	0.0	703.0	870.0	1.0	168.0	1.75e-49	172.0
tr|L0KVN3|L0KVN3_METHD	POORLY CHARACTERIZED	General function prediction only 	COG0457	Tetratricopeptide (TPR) repeat	Tetratricopeptide (TPR) repeat [General function prediction only]. 		K02208,K01179,K08287,K08884,K00754,K01277,K00476,K02350,K03797,K00575,K00908,K01768,K06026,K05345,K07126	CDD:440225	39.535	172.0	104.0	0.0	737.0	908.0	1.0	172.0	4.66e-47	165.0
tr|L0KVN3|L0KVN3_METHD	POORLY CHARACTERIZED	General function prediction only 	COG0457	Tetratricopeptide (TPR) repeat	Tetratricopeptide (TPR) repeat [General function prediction only]. 		K02208,K01179,K08287,K08884,K00754,K01277,K00476,K02350,K03797,K00575,K00908,K01768,K06026,K05345,K07126	CDD:440225	30.476	210.0	146.0	0.0	564.0	773.0	32.0	241.0	2.76e-42	152.0
tr|L0KVN3|L0KVN3_METHD	POORLY CHARACTERIZED	General function prediction only 	COG0457	Tetratricopeptide (TPR) repeat	Tetratricopeptide (TPR) repeat [General function prediction only]. 		K02208,K01179,K08287,K08884,K00754,K01277,K00476,K02350,K03797,K00575,K00908,K01768,K06026,K05345,K07126	CDD:440225	40.288	139.0	83.0	0.0	771.0	909.0	1.0	139.0	1.74e-36	135.0
tr|L0KVN3|L0KVN3_METHD	POORLY CHARACTERIZED	General function prediction only 	COG0457	Tetratricopeptide (TPR) repeat	Tetratricopeptide (TPR) repeat [General function prediction only]. 		K02208,K01179,K08287,K08884,K00754,K01277,K00476,K02350,K03797,K00575,K00908,K01768,K06026,K05345,K07126	CDD:440225	24.476	143.0	108.0	0.0	564.0	706.0	100.0	242.0	8.92e-18	80.8
tr|L0MCI7|L0MCI7_9GAMM	POORLY CHARACTERIZED	Function unknown 	COG4222	Uncharacterized conserved protein, contains a phytase-like domain	Uncharacterized conserved protein, contains a phytase-like domain [Function unknown]. 	3.1.4.46	K01083	CDD:443366	33.943	383.0	166.0	16.0	90.0	447.0	39.0	359.0	1.1e-105	315.0
tr|L1N9G4|L1N9G4_9PORP	METABOLISM	Inorganic ion transport and metabolism 	COG4771	Outer membrane receptor for ferrienterochelin and colicins	Outer membrane receptor for ferrienterochelin and colicins [Inorganic ion transport and metabolism]. 			CDD:443803	17.553	809.0	426.0	24.0	110.0	903.0	19.0	601.0	1.48e-27	116.0
tr|L2F9A7|L2F9A7_9GAMM	INFORMATION STORAGE AND PROCESSING	Translation, ribosomal structure and biogenesis 	COG0050	Translation elongation factor EF-Tu, a GTPase	Translation elongation factor EF-Tu, a GTPase [Translation, ribosomal structure and biogenesis]. Translation elongation factor EF-Tu, a GTPase is part of the Pathway/BioSystem: Translation factors		K02358	CDD:439820	81.566	396.0	73.0	0.0	1.0	396.0	1.0	396.0	0.0	837.0
tr|L7VM58|L7VM58_THES1	CELLULAR PROCESSES AND SIGNALING	Posttranslational modification, protein turnover, chaperones 	COG0459	Chaperonin GroEL (HSP60 family)	Chaperonin GroEL (HSP60 family) [Posttranslational modification, protein turnover, chaperones]. 	2.7.1.150		CDD:440227	61.248	529.0	168.0	3.0	1.0	527.0	1.0	494.0	0.0	786.0
tr|L7VMR9|L7VMR9_THES1	METABOLISM	Amino acid transport and metabolism 	COG0747	ABC-type transport system, periplasmic component	ABC-type transport system, periplasmic component [Amino acid transport and metabolism]. 	3.1.3.2	K02035	CDD:440510	22.271	458.0	259.0	19.0	317.0	765.0	74.0	443.0	3.1699999999999997e-42	157.0
tr|L7VMR9|L7VMR9_THES1	METABOLISM	Amino acid transport and metabolism 	COG0747	ABC-type transport system, periplasmic component	ABC-type transport system, periplasmic component [Amino acid transport and metabolism]. 	3.1.3.26	K02035	CDD:440510	22.271	458.0	259.0	19.0	317.0	765.0	74.0	443.0	3.1699999999999997e-42	157.0
tr|L7VQZ8|L7VQZ8_THES1	METABOLISM	Energy production and conversion 	COG2013	AIM24 protein, required for mitochondrial respiration	AIM24 protein, required for mitochondrial respiration [Energy production and conversion]. 			CDD:441616	43.541	209.0	116.0	2.0	47.0	254.0	1.0	208.0	1.05e-90	264.0
tr|L8JIG6|L8JIG6_9BACT	CELLULAR PROCESSES AND SIGNALING	Intracellular trafficking, secretion, and vesicular transport 	COG3210	Large exoprotein involved in heme utilization or adhesion	Large exoprotein involved in heme utilization or adhesion [Intracellular trafficking, secretion, and vesicular transport]. 		K01238,K12516	CDD:442443	10.853	1677.0	1446.0	6.0	1235.0	2911.0	28.0	1655.0	7.82e-19	92.1
tr|L8JIG6|L8JIG6_9BACT	CELLULAR PROCESSES AND SIGNALING	Intracellular trafficking, secretion, and vesicular transport 	COG3210	Large exoprotein involved in heme utilization or adhesion	Large exoprotein involved in heme utilization or adhesion [Intracellular trafficking, secretion, and vesicular transport]. 		K01238,K12516	CDD:442443	12.38	1567.0	1363.0	5.0	1226.0	2785.0	128.0	1691.0	6.96e-17	85.6
tr|L8JIG6|L8JIG6_9BACT	CELLULAR PROCESSES AND SIGNALING	Intracellular trafficking, secretion, and vesicular transport 	COG3210	Large exoprotein involved in heme utilization or adhesion	Large exoprotein involved in heme utilization or adhesion [Intracellular trafficking, secretion, and vesicular transport]. 		K01238,K12516	CDD:442443	11.673	1405.0	1225.0	6.0	1215.0	2607.0	298.0	1698.0	8.45e-14	75.6
tr|L8JP53|L8JP53_9BACT	CELLULAR PROCESSES AND SIGNALING	Intracellular trafficking, secretion, and vesicular transport 	COG3210	Large exoprotein involved in heme utilization or adhesion	Large exoprotein involved in heme utilization or adhesion [Intracellular trafficking, secretion, and vesicular transport]. 		K01238,K12516	CDD:442443	12.738	1366.0	1178.0	4.0	64.0	1423.0	214.0	1571.0	5.4e-29	124.0
tr|L8JP53|L8JP53_9BACT	CELLULAR PROCESSES AND SIGNALING	Intracellular trafficking, secretion, and vesicular transport 	COG3210	Large exoprotein involved in heme utilization or adhesion	Large exoprotein involved in heme utilization or adhesion [Intracellular trafficking, secretion, and vesicular transport]. 		K01238,K12516	CDD:442443	11.102	1171.0	1035.0	2.0	60.0	1224.0	506.0	1676.0	9.920000000000001e-29	122.0
tr|L8JP53|L8JP53_9BACT	CELLULAR PROCESSES AND SIGNALING	Intracellular trafficking, secretion, and vesicular transport 	COG3210	Large exoprotein involved in heme utilization or adhesion	Large exoprotein involved in heme utilization or adhesion [Intracellular trafficking, secretion, and vesicular transport]. 		K01238,K12516	CDD:442443	12.303	1203.0	1033.0	4.0	59.0	1241.0	339.0	1539.0	1.07e-27	119.0
tr|L8JP53|L8JP53_9BACT	CELLULAR PROCESSES AND SIGNALING	Intracellular trafficking, secretion, and vesicular transport 	COG3210	Large exoprotein involved in heme utilization or adhesion	Large exoprotein involved in heme utilization or adhesion [Intracellular trafficking, secretion, and vesicular transport]. 		K01238,K12516	CDD:442443	11.993	1159.0	1012.0	3.0	45.0	1195.0	398.0	1556.0	1.1200000000000001e-27	119.0
tr|L8JP53|L8JP53_9BACT	CELLULAR PROCESSES AND SIGNALING	Intracellular trafficking, secretion, and vesicular transport 	COG3210	Large exoprotein involved in heme utilization or adhesion	Large exoprotein involved in heme utilization or adhesion [Intracellular trafficking, secretion, and vesicular transport]. 		K01238,K12516	CDD:442443	13.152	1247.0	1048.0	6.0	60.0	1279.0	444.0	1682.0	5.380000000000001e-27	117.0
tr|L8JP53|L8JP53_9BACT	CELLULAR PROCESSES AND SIGNALING	Intracellular trafficking, secretion, and vesicular transport 	COG3210	Large exoprotein involved in heme utilization or adhesion	Large exoprotein involved in heme utilization or adhesion [Intracellular trafficking, secretion, and vesicular transport]. 		K01238,K12516	CDD:442443	11.019	1570.0	1379.0	4.0	64.0	1621.0	37.0	1600.0	7.61e-27	116.0
tr|L8JP53|L8JP53_9BACT	CELLULAR PROCESSES AND SIGNALING	Intracellular trafficking, secretion, and vesicular transport 	COG3210	Large exoprotein involved in heme utilization or adhesion	Large exoprotein involved in heme utilization or adhesion [Intracellular trafficking, secretion, and vesicular transport]. 		K01238,K12516	CDD:442443	11.79	1374.0	1198.0	6.0	69.0	1429.0	280.0	1652.0	1.37e-26	116.0
tr|L8JP53|L8JP53_9BACT	CELLULAR PROCESSES AND SIGNALING	Intracellular trafficking, secretion, and vesicular transport 	COG3210	Large exoprotein involved in heme utilization or adhesion	Large exoprotein involved in heme utilization or adhesion [Intracellular trafficking, secretion, and vesicular transport]. 		K01238,K12516	CDD:442443	12.9	907.0	788.0	1.0	85.0	991.0	793.0	1697.0	8.37e-26	113.0
tr|L8JP53|L8JP53_9BACT	CELLULAR PROCESSES AND SIGNALING	Intracellular trafficking, secretion, and vesicular transport 	COG3210	Large exoprotein involved in heme utilization or adhesion	Large exoprotein involved in heme utilization or adhesion [Intracellular trafficking, secretion, and vesicular transport]. 		K01238,K12516	CDD:442443	12.361	1076.0	936.0	3.0	35.0	1110.0	618.0	1686.0	1.85e-25	112.0
tr|L8JP53|L8JP53_9BACT	CELLULAR PROCESSES AND SIGNALING	Intracellular trafficking, secretion, and vesicular transport 	COG3210	Large exoprotein involved in heme utilization or adhesion	Large exoprotein involved in heme utilization or adhesion [Intracellular trafficking, secretion, and vesicular transport]. 		K01238,K12516	CDD:442443	11.873	1516.0	1299.0	7.0	103.0	1612.0	3.0	1487.0	1.42e-24	109.0
tr|L9WFN2|L9WFN2_9EURY	METABOLISM	Lipid transport and metabolism 	COG3243	Poly-beta-hydroxybutyrate synthase	Poly-beta-hydroxybutyrate synthase [Lipid transport and metabolism]. 	2.3.1.-		CDD:442475	33.871	372.0	208.0	7.0	26.0	366.0	162.0	526.0	1.0000000000000001e-143	420.0
tr|M1LVL4|M1LVL4_PSEPU	INFORMATION STORAGE AND PROCESSING	Replication, recombination and repair 	COG0187	DNA gyrase/topoisomerase IV, subunit B	DNA gyrase/topoisomerase IV, subunit B [Replication, recombination and repair]. 	5.99.1.3		CDD:439957	55.71	359.0	156.0	2.0	1.0	357.0	124.0	481.0	0.0	564.0
tr|M1MG29|M1MG29_9CLOT	CELLULAR PROCESSES AND SIGNALING	Cell motility 	COG3063	Type IV pilus assembly protein PilF/PilW	Type IV pilus assembly protein PilF/PilW [Cell motility, Extracellular structures]. 			CDD:442297	40.217	92.0	54.0	1.0	563.0	654.0	1.0	91.0	1.0399999999999998e-23	92.9
tr|M1MG29|M1MG29_9CLOT	CELLULAR PROCESSES AND SIGNALING	Extracellular structures 	COG3063	Type IV pilus assembly protein PilF/PilW	Type IV pilus assembly protein PilF/PilW [Cell motility, Extracellular structures]. 			CDD:442297	40.217	92.0	54.0	1.0	563.0	654.0	1.0	91.0	1.0399999999999998e-23	92.9
tr|M1MG29|M1MG29_9CLOT	CELLULAR PROCESSES AND SIGNALING	Cell motility 	COG3063	Type IV pilus assembly protein PilF/PilW	Type IV pilus assembly protein PilF/PilW [Cell motility, Extracellular structures]. 			CDD:442297	40.659	91.0	53.0	1.0	530.0	620.0	2.0	91.0	1.5799999999999998e-23	92.5
tr|M1MG29|M1MG29_9CLOT	CELLULAR PROCESSES AND SIGNALING	Extracellular structures 	COG3063	Type IV pilus assembly protein PilF/PilW	Type IV pilus assembly protein PilF/PilW [Cell motility, Extracellular structures]. 			CDD:442297	40.659	91.0	53.0	1.0	530.0	620.0	2.0	91.0	1.5799999999999998e-23	92.5
tr|M1MG29|M1MG29_9CLOT	CELLULAR PROCESSES AND SIGNALING	Cell motility 	COG3063	Type IV pilus assembly protein PilF/PilW	Type IV pilus assembly protein PilF/PilW [Cell motility, Extracellular structures]. 			CDD:442297	39.13	92.0	55.0	1.0	631.0	722.0	1.0	91.0	2.07e-23	92.2
tr|M1MG29|M1MG29_9CLOT	CELLULAR PROCESSES AND SIGNALING	Extracellular structures 	COG3063	Type IV pilus assembly protein PilF/PilW	Type IV pilus assembly protein PilF/PilW [Cell motility, Extracellular structures]. 			CDD:442297	39.13	92.0	55.0	1.0	631.0	722.0	1.0	91.0	2.07e-23	92.2
tr|M1MG29|M1MG29_9CLOT	CELLULAR PROCESSES AND SIGNALING	Cell motility 	COG3063	Type IV pilus assembly protein PilF/PilW	Type IV pilus assembly protein PilF/PilW [Cell motility, Extracellular structures]. 			CDD:442297	40.0	90.0	53.0	1.0	665.0	754.0	1.0	89.0	2.04e-21	86.4
tr|M1MG29|M1MG29_9CLOT	CELLULAR PROCESSES AND SIGNALING	Extracellular structures 	COG3063	Type IV pilus assembly protein PilF/PilW	Type IV pilus assembly protein PilF/PilW [Cell motility, Extracellular structures]. 			CDD:442297	40.0	90.0	53.0	1.0	665.0	754.0	1.0	89.0	2.04e-21	86.4
tr|M1MG29|M1MG29_9CLOT	CELLULAR PROCESSES AND SIGNALING	Cell motility 	COG3063	Type IV pilus assembly protein PilF/PilW	Type IV pilus assembly protein PilF/PilW [Cell motility, Extracellular structures]. 			CDD:442297	31.868	91.0	61.0	1.0	496.0	586.0	2.0	91.0	2.76e-14	66.3
tr|M1MG29|M1MG29_9CLOT	CELLULAR PROCESSES AND SIGNALING	Extracellular structures 	COG3063	Type IV pilus assembly protein PilF/PilW	Type IV pilus assembly protein PilF/PilW [Cell motility, Extracellular structures]. 			CDD:442297	31.868	91.0	61.0	1.0	496.0	586.0	2.0	91.0	2.76e-14	66.3
tr|M1MG29|M1MG29_9CLOT	POORLY CHARACTERIZED	General function prediction only 	COG0457	Tetratricopeptide (TPR) repeat	Tetratricopeptide (TPR) repeat [General function prediction only]. 		K02208,K01179,K08287,K08884,K00754,K01277,K00476,K02350,K03797,K00575,K00908,K01768,K06026,K05345,K07126	CDD:440225	44.221	199.0	111.0	0.0	547.0	745.0	1.0	199.0	1.1399999999999999e-62	207.0
tr|M1MG29|M1MG29_9CLOT	POORLY CHARACTERIZED	General function prediction only 	COG0457	Tetratricopeptide (TPR) repeat	Tetratricopeptide (TPR) repeat [General function prediction only]. 		K02208,K01179,K08287,K08884,K00754,K01277,K00476,K02350,K03797,K00575,K00908,K01768,K06026,K05345,K07126	CDD:440225	51.136	176.0	86.0	0.0	581.0	756.0	1.0	176.0	6.36e-60	200.0
tr|M1MG29|M1MG29_9CLOT	POORLY CHARACTERIZED	General function prediction only 	COG0457	Tetratricopeptide (TPR) repeat	Tetratricopeptide (TPR) repeat [General function prediction only]. 		K02208,K01179,K08287,K08884,K00754,K01277,K00476,K02350,K03797,K00575,K00908,K01768,K06026,K05345,K07126	CDD:440225	37.295	244.0	151.0	1.0	516.0	759.0	4.0	245.0	7.7e-59	197.0
tr|M1MG29|M1MG29_9CLOT	POORLY CHARACTERIZED	General function prediction only 	COG0457	Tetratricopeptide (TPR) repeat	Tetratricopeptide (TPR) repeat [General function prediction only]. 		K02208,K01179,K08287,K08884,K00754,K01277,K00476,K02350,K03797,K00575,K00908,K01768,K06026,K05345,K07126	CDD:440225	32.751	229.0	153.0	1.0	496.0	724.0	18.0	245.0	5.95e-44	155.0
tr|M1MG29|M1MG29_9CLOT	POORLY CHARACTERIZED	General function prediction only 	COG0457	Tetratricopeptide (TPR) repeat	Tetratricopeptide (TPR) repeat [General function prediction only]. 		K02208,K01179,K08287,K08884,K00754,K01277,K00476,K02350,K03797,K00575,K00908,K01768,K06026,K05345,K07126	CDD:440225	25.974	154.0	114.0	0.0	489.0	642.0	79.0	232.0	1.92e-15	73.9
tr|M1Q1L6|M1Q1L6_9ZZZZ	METABOLISM	Amino acid transport and metabolism 	COG0747	ABC-type transport system, periplasmic component	ABC-type transport system, periplasmic component [Amino acid transport and metabolism]. 	3.1.3.2	K02035	CDD:440510	28.542	487.0	310.0	16.0	49.0	521.0	1.0	463.0	4.2399999999999996e-114	343.0
tr|M1Q1L6|M1Q1L6_9ZZZZ	METABOLISM	Amino acid transport and metabolism 	COG0747	ABC-type transport system, periplasmic component	ABC-type transport system, periplasmic component [Amino acid transport and metabolism]. 	3.1.3.26	K02035	CDD:440510	28.542	487.0	310.0	16.0	49.0	521.0	1.0	463.0	4.2399999999999996e-114	343.0
tr|M1QKA3|M1QKA3_METMZ	METABOLISM	Secondary metabolites biosynthesis, transport and catabolism 	COG2015	Alkyl sulfatase BDS1 and related hydrolases, metallo-beta-lactamase superfamily	Alkyl sulfatase BDS1 and related hydrolases, metallo-beta-lactamase superfamily [Secondary metabolites biosynthesis, transport and catabolism]. 	3.1.6.-		CDD:441618	30.769	585.0	339.0	17.0	11.0	565.0	71.0	619.0	3.31e-131	394.0
tr|M1WQQ7|M1WQQ7_PSEP2	METABOLISM	Energy production and conversion 	COG1529	Aldehyde, CO or xanthine dehydrogenase, Mo-binding subunit	Aldehyde, CO or xanthine dehydrogenase, Mo-binding subunit [Energy production and conversion]. Aldehyde, CO or xanthine dehydrogenase, Mo-binding subunit is part of the Pathway/BioSystem: Non-phosphorylated Entner-Doudoroff pathway		K07303,K00087	CDD:441138	34.665	776.0	429.0	19.0	170.0	905.0	4.0	741.0	0.0	555.0
