qseqid	General functional category	Functional category	DB ID	Protein description	DB description	CDD ID	pident	length	mismatch	gapopen	qstart	qend	sstart	send	evalue	bitscore
tr|C3SM55|C3SM55_ECOLX	METABOLISM	Carbohydrate transport and metabolism 	KOG1065	Maltase glucoamylase and related hydrolases, glycosyl hydrolase family 31	KOG1065, Maltase glucoamylase and related hydrolases, glycosyl hydrolase family 31 [Carbohydrate transport and metabolism]	CDD:229011	27.362	614	391	21	162	746	184	771	3.49e-64	227.0
tr|C3SM55|C3SM55_ECOLX	METABOLISM	Carbohydrate transport and metabolism 	KOG1066	Glucosidase II catalytic (alpha) subunit and related enzymes, glycosyl hydrolase family 31	KOG1066, Glucosidase II catalytic (alpha) subunit and related enzymes, glycosyl hydrolase family 31 [Carbohydrate transport and metabolism, Cell wall/membrane/envelope biogenesis, Posttranslational modification, protein turnover, chaperones]	CDD:229012	27.642	492	299	19	216	669	304	776	2.8499999999999997e-55	202.0
tr|C3T2Q2|C3T2Q2_ECOLX	METABOLISM	Carbohydrate transport and metabolism 	KOG1429	dTDP-glucose 4-6-dehydratase/UDP-glucuronic acid decarboxylase	KOG1429, dTDP-glucose 4-6-dehydratase/UDP-glucuronic acid decarboxylase [Carbohydrate transport and metabolism, Cell wall/membrane/envelope biogenesis]	CDD:229370	28.08	349	206	11	317	658	29	339	3.07e-49	173.0
tr|C3T2Q2|C3T2Q2_ECOLX	METABOLISM	Carbohydrate transport and metabolism 	KOG0747	Putative NAD+-dependent epimerases	KOG0747, Putative NAD+-dependent epimerases [Carbohydrate transport and metabolism]	CDD:228694	24.148	352	217	15	316	651	7	324	2.94e-23	99.0
tr|C3T2Q2|C3T2Q2_ECOLX	METABOLISM	Nucleotide transport and metabolism 	KOG2452	Formyltetrahydrofolate dehydrogenase	KOG2452, Formyltetrahydrofolate dehydrogenase [Nucleotide transport and metabolism]	CDD:230391	25.862	290	192	8	23	294	23	307	2.85e-22	99.6
tr|C3T2Q2|C3T2Q2_ECOLX	INFORMATION STORAGE AND PROCESSING	Translation, ribosomal structure and biogenesis 	KOG3082	Methionyl-tRNA formyltransferase	KOG3082, Methionyl-tRNA formyltransferase [Translation, ribosomal structure and biogenesis]	CDD:231020	26.946	167	118	3	67	230	73	238	4.79e-22	95.7
tr|C3T2Q2|C3T2Q2_ECOLX	CELLULAR PROCESSES AND SIGNALING	Defense mechanisms 	KOG1502	Flavonol reductase/cinnamoyl-CoA reductase	KOG1502, Flavonol reductase/cinnamoyl-CoA reductase [Defense mechanisms]	CDD:229443	23.077	273	170	16	316	566	7	261	2.67e-13	68.9
tr|C3T2Q2|C3T2Q2_ECOLX	METABOLISM	Carbohydrate transport and metabolism 	KOG3076	5'-phosphoribosylglycinamide formyltransferase	KOG3076, 5'-phosphoribosylglycinamide formyltransferase [Carbohydrate transport and metabolism]	CDD:231014	23.899	159	105	3	49	197	54	206	9.3e-13	65.5
tr|C3T2Q2|C3T2Q2_ECOLX	CELLULAR PROCESSES AND SIGNALING	Cell wall/membrane/envelope biogenesis 	KOG1371	UDP-glucose 4-epimerase/UDP-sulfoquinovose synthase	KOG1371, UDP-glucose 4-epimerase/UDP-sulfoquinovose synthase [Cell wall/membrane/envelope biogenesis]	CDD:229313	21.703	364	221	18	316	651	3	330	6.55e-10	58.8
tr|C3T2Q2|C3T2Q2_ECOLX	METABOLISM	Lipid transport and metabolism 	KOG1430	C-3 sterol dehydrogenase/3-beta-hydroxysteroid dehydrogenase and related dehydrogenases	KOG1430, C-3 sterol dehydrogenase/3-beta-hydroxysteroid dehydrogenase and related dehydrogenases [Lipid transport and metabolism, Amino acid transport and metabolism]	CDD:229371	20.856	187	129	9	314	490	3	180	2.23e-05	44.7
tr|C3T2Q2|C3T2Q2_ECOLX	METABOLISM	Carbohydrate transport and metabolism 	KOG1431	GDP-L-fucose synthetase	KOG1431, GDP-L-fucose synthetase [Carbohydrate transport and metabolism, Posttranslational modification, protein turnover, chaperones]	CDD:229372	20.0	215	142	9	447	654	120	311	3.78e-05	43.7
tr|C3TFD2|C3TFD2_ECOLX	CELLULAR PROCESSES AND SIGNALING	Cell cycle control, cell division, chromosome partitioning 	KOG4593	Mitotic checkpoint protein MAD1	KOG4593, Mitotic checkpoint protein MAD1 [Cell cycle control, cell division, chromosome partitioning]	CDD:232521	23.041	217	140	8	205	406	146	350	1.11e-05	46.4
tr|C3TFD2|C3TFD2_ECOLX	CELLULAR PROCESSES AND SIGNALING	Cell cycle control, cell division, chromosome partitioning 	KOG0964	Structural maintenance of chromosome protein 3 (sister chromatid cohesion complex Cohesin, subunit SMC3)	KOG0964, Structural maintenance of chromosome protein 3 (sister chromatid cohesion complex Cohesin, subunit SMC3) [Cell cycle control, cell division, chromosome partitioning]	CDD:228910	16.803	244	182	6	159	384	628	868	0.000676	40.6
tr|C3Z0M6|C3Z0M6_BRAFL	INFORMATION STORAGE AND PROCESSING	Chromatin structure and dynamics 	KOG4204	Histone deacetylase complex, SIN3 component	KOG4204, Histone deacetylase complex, SIN3 component [Chromatin structure and dynamics]	CDD:232133	34.921	252	107	3	109	360	17	211	5.74e-58	197.0
tr|C3Z0M6|C3Z0M6_BRAFL	INFORMATION STORAGE AND PROCESSING	Chromatin structure and dynamics 	KOG4204	Histone deacetylase complex, SIN3 component	KOG4204, Histone deacetylase complex, SIN3 component [Chromatin structure and dynamics]	CDD:232133	13.055	383	181	7	246	628	1	231	1.09e-27	110.0
tr|C3Z0M6|C3Z0M6_BRAFL	CELLULAR PROCESSES AND SIGNALING	Signal transduction mechanisms 	KOG1989	ARK protein kinase family	KOG1989, ARK protein kinase family [Signal transduction mechanisms]	CDD:229928	19.481	77	60	2	187	261	370	446	6.18e-05	44.8
tr|C3Z0M6|C3Z0M6_BRAFL	INFORMATION STORAGE AND PROCESSING	Transcription 	KOG2588	Predicted DNA-binding protein	KOG2588, Predicted DNA-binding protein [Transcription]	CDD:230527	24.138	87	55	4	183	269	56	131	0.000121	44.0
tr|C4N814|C4N814_BRAEL	METABOLISM	Amino acid transport and metabolism 	KOG0683	Glutamine synthetase	KOG0683, Glutamine synthetase [Amino acid transport and metabolism]	CDD:228630	47.03	202	92	7	7	197	44	241	7.8e-62	194.0
tr|C4RG38|C4RG38_MICS3	CELLULAR PROCESSES AND SIGNALING	Signal transduction mechanisms 	KOG4441	Proteins containing BTB/POZ and Kelch domains, involved in regulatory/signal transduction processes	KOG4441, Proteins containing BTB/POZ and Kelch domains, involved in regulatory/signal transduction processes [Signal transduction mechanisms, General function prediction only]	CDD:232370	31.97	269	164	9	1038	1297	278	536	3.72e-41	158.0
tr|C4RG38|C4RG38_MICS3	CELLULAR PROCESSES AND SIGNALING	Signal transduction mechanisms 	KOG4441	Proteins containing BTB/POZ and Kelch domains, involved in regulatory/signal transduction processes	KOG4441, Proteins containing BTB/POZ and Kelch domains, involved in regulatory/signal transduction processes [Signal transduction mechanisms, General function prediction only]	CDD:232370	30.116	259	174	4	1025	1281	313	566	4.47e-41	158.0
tr|C4RG38|C4RG38_MICS3	CELLULAR PROCESSES AND SIGNALING	Signal transduction mechanisms 	KOG4441	Proteins containing BTB/POZ and Kelch domains, involved in regulatory/signal transduction processes	KOG4441, Proteins containing BTB/POZ and Kelch domains, involved in regulatory/signal transduction processes [Signal transduction mechanisms, General function prediction only]	CDD:232370	33.333	99	66	0	1040	1138	471	569	5.74e-12	67.8
tr|C4RG38|C4RG38_MICS3	CELLULAR PROCESSES AND SIGNALING	Posttranslational modification, protein turnover, chaperones 	KOG4266	Subtilisin kexin isozyme-1/site 1 protease, subtilase superfamily	KOG4266, Subtilisin kexin isozyme-1/site 1 protease, subtilase superfamily [Posttranslational modification, protein turnover, chaperones]	CDD:232195	30.323	310	170	11	178	477	188	461	1.3300000000000001e-21	99.6
tr|C4RG38|C4RG38_MICS3	CELLULAR PROCESSES AND SIGNALING	Posttranslational modification, protein turnover, chaperones 	KOG1153	Subtilisin-related protease/Vacuolar protease B	KOG1153, Subtilisin-related protease/Vacuolar protease B [Posttranslational modification, protein turnover, chaperones]	CDD:229096	28.0	300	165	16	153	435	172	437	2.38e-17	84.5
tr|C4RG38|C4RG38_MICS3	CELLULAR PROCESSES AND SIGNALING	Posttranslational modification, protein turnover, chaperones 	KOG1114	Tripeptidyl peptidase II	KOG1114, Tripeptidyl peptidase II [Posttranslational modification, protein turnover, chaperones]	CDD:229058	28.899	218	116	7	242	432	308	513	1.87e-14	76.4
tr|C4RG38|C4RG38_MICS3	POORLY CHARACTERIZED	General function prediction only 	KOG4693	Uncharacterized conserved protein, contains kelch repeat	KOG4693, Uncharacterized conserved protein, contains kelch repeat [General function prediction only]	CDD:232619	25.328	229	146	9	1040	1244	84	311	3.82e-12	67.6
tr|C4RG38|C4RG38_MICS3	POORLY CHARACTERIZED	General function prediction only 	KOG0379	Kelch repeat-containing proteins	KOG0379, Kelch repeat-containing proteins [General function prediction only]	CDD:228328	20.879	273	169	12	1025	1274	19	267	4.25e-10	61.4
tr|C4RG38|C4RG38_MICS3	POORLY CHARACTERIZED	General function prediction only 	KOG0379	Kelch repeat-containing proteins	KOG0379, Kelch repeat-containing proteins [General function prediction only]	CDD:228328	24.0	250	163	12	1030	1256	108	353	1.33e-07	53.3
tr|C4RG38|C4RG38_MICS3	POORLY CHARACTERIZED	General function prediction only 	KOG2649	Zinc carboxypeptidase	KOG2649, Zinc carboxypeptidase [General function prediction only]	CDD:230588	32.184	87	48	3	838	924	380	455	4.28e-06	48.6
tr|C4RG38|C4RG38_MICS3	POORLY CHARACTERIZED	General function prediction only 	KOG2649	Zinc carboxypeptidase	KOG2649, Zinc carboxypeptidase [General function prediction only]	CDD:230588	40.0	55	31	2	491	545	380	432	1.07e-05	47.4
tr|C4RG38|C4RG38_MICS3	CELLULAR PROCESSES AND SIGNALING	Posttranslational modification, protein turnover, chaperones 	KOG3526	Subtilisin-like proprotein convertase	KOG3526, Subtilisin-like proprotein convertase [Posttranslational modification, protein turnover, chaperones]	CDD:231463	21.983	464	247	21	86	480	39	456	0.000105	44.2
tr|C4V857|C4V857_VAIC1	INFORMATION STORAGE AND PROCESSING	RNA processing and modification 	KOG0816	Protein involved in mRNA turnover	KOG0816, Protein involved in mRNA turnover [RNA processing and modification]	CDD:228762	25.568	176	106	4	3	153	13	188	1.65e-19	79.8
tr|C4ZEV3|C4ZEV3_AGARV	CELLULAR PROCESSES AND SIGNALING	Signal transduction mechanisms 	KOG0583	Serine/threonine protein kinase	KOG0583, Serine/threonine protein kinase [Signal transduction mechanisms]	CDD:228531	29.278	263	171	9	10	263	17	273	7.32e-49	173.0
tr|C4ZEV3|C4ZEV3_AGARV	CELLULAR PROCESSES AND SIGNALING	Signal transduction mechanisms 	KOG0192	Tyrosine kinase specific for activated (GTP-bound) p21cdc42Hs	KOG0192, Tyrosine kinase specific for activated (GTP-bound) p21cdc42Hs [Signal transduction mechanisms]	CDD:228141	32.374	278	164	13	13	275	44	312	1.35e-46	167.0
tr|C4ZEV3|C4ZEV3_AGARV	CELLULAR PROCESSES AND SIGNALING	Signal transduction mechanisms 	KOG1187	Serine/threonine protein kinase	KOG1187, Serine/threonine protein kinase [Signal transduction mechanisms]	CDD:229129	29.123	285	166	11	17	274	82	357	2.33e-44	161.0
tr|C4ZEV3|C4ZEV3_AGARV	CELLULAR PROCESSES AND SIGNALING	Signal transduction mechanisms 	KOG0198	MEKK and related serine/threonine protein kinases	KOG0198, MEKK and related serine/threonine protein kinases [Signal transduction mechanisms]	CDD:228147	33.955	268	155	10	9	263	16	274	6.02e-43	155.0
tr|C4ZEV3|C4ZEV3_AGARV	CELLULAR PROCESSES AND SIGNALING	Posttranslational modification, protein turnover, chaperones 	KOG0595	Serine/threonine-protein kinase involved in autophagy	KOG0595, Serine/threonine-protein kinase involved in autophagy [Posttranslational modification, protein turnover, chaperones, Intracellular trafficking, secretion, and vesicular transport, Signal transduction mechanisms]	CDD:228543	32.227	211	134	3	10	213	10	218	5.129999999999999e-42	156.0
tr|C4ZEV3|C4ZEV3_AGARV	CELLULAR PROCESSES AND SIGNALING	Signal transduction mechanisms 	KOG0581	Mitogen-activated protein kinase kinase (MAP2K)	KOG0581, Mitogen-activated protein kinase kinase (MAP2K) [Signal transduction mechanisms]	CDD:228529	27.778	270	171	9	13	273	82	336	2.51e-41	152.0
tr|C4ZEV3|C4ZEV3_AGARV	CELLULAR PROCESSES AND SIGNALING	Signal transduction mechanisms 	KOG0032	Ca2+/calmodulin-dependent protein kinase, EF-Hand protein superfamily	KOG0032, Ca2+/calmodulin-dependent protein kinase, EF-Hand protein superfamily [Signal transduction mechanisms]	CDD:227983	26.74	273	182	6	8	273	33	294	7.499999999999999e-41	151.0
tr|C4ZEV3|C4ZEV3_AGARV	POORLY CHARACTERIZED	General function prediction only 	KOG0598	Ribosomal protein S6 kinase and related proteins	KOG0598, Ribosomal protein S6 kinase and related proteins [General function prediction only, Signal transduction mechanisms]	CDD:228546	26.506	249	175	3	10	255	25	268	2.8100000000000003e-37	140.0
tr|C4ZEV3|C4ZEV3_AGARV	CELLULAR PROCESSES AND SIGNALING	Cell cycle control, cell division, chromosome partitioning 	KOG0615	Serine/threonine protein kinase Chk2 and related proteins	KOG0615, Serine/threonine protein kinase Chk2 and related proteins [Cell cycle control, cell division, chromosome partitioning]	CDD:228563	30.483	269	167	9	10	263	172	435	4.35e-37	142.0
tr|C4ZEV3|C4ZEV3_AGARV	CELLULAR PROCESSES AND SIGNALING	Signal transduction mechanisms 	KOG0197	Tyrosine kinases	KOG0197, Tyrosine kinases [Signal transduction mechanisms]	CDD:228146	28.777	278	168	12	10	269	199	464	1.97e-36	140.0
tr|C4ZEV3|C4ZEV3_AGARV	CELLULAR PROCESSES AND SIGNALING	Cell cycle control, cell division, chromosome partitioning 	KOG0588	Serine/threonine protein kinase	KOG0588, Serine/threonine protein kinase [Cell cycle control, cell division, chromosome partitioning]	CDD:228536	31.301	246	163	3	19	263	21	261	2.03e-36	144.0
tr|C4ZEV3|C4ZEV3_AGARV	POORLY CHARACTERIZED	General function prediction only 	KOG0594	Protein kinase PCTAIRE and related kinases	KOG0594, Protein kinase PCTAIRE and related kinases [General function prediction only]	CDD:228542	33.182	220	126	9	10	213	11	225	2.54e-36	137.0
tr|C4ZEV3|C4ZEV3_AGARV	POORLY CHARACTERIZED	General function prediction only 	KOG0611	Predicted serine/threonine protein kinase	KOG0611, Predicted serine/threonine protein kinase [General function prediction only]	CDD:228559	31.034	261	163	4	8	262	51	300	2.9e-36	143.0
tr|C4ZEV3|C4ZEV3_AGARV	CELLULAR PROCESSES AND SIGNALING	Signal transduction mechanisms 	KOG0585	Ca2+/calmodulin-dependent protein kinase kinase beta and related serine/threonine protein kinases	KOG0585, Ca2+/calmodulin-dependent protein kinase kinase beta and related serine/threonine protein kinases [Signal transduction mechanisms]	CDD:228533	27.206	272	163	9	12	255	99	363	3.33e-35	138.0
tr|C4ZEV3|C4ZEV3_AGARV	POORLY CHARACTERIZED	General function prediction only 	KOG0597	Serine-threonine protein kinase FUSED	KOG0597, Serine-threonine protein kinase FUSED [General function prediction only]	CDD:228545	29.482	251	166	6	10	257	2	244	9.7e-35	139.0
tr|C4ZEV3|C4ZEV3_AGARV	CELLULAR PROCESSES AND SIGNALING	Cell cycle control, cell division, chromosome partitioning 	KOG0591	NIMA (never in mitosis)-related G2-specific serine/threonine protein kinase	KOG0591, NIMA (never in mitosis)-related G2-specific serine/threonine protein kinase [Cell cycle control, cell division, chromosome partitioning]	CDD:228539	30.496	282	165	12	12	274	21	290	4.41e-34	131.0
tr|C4ZEV3|C4ZEV3_AGARV	CELLULAR PROCESSES AND SIGNALING	Signal transduction mechanisms 	KOG0592	3-phosphoinositide-dependent protein kinase (PDK1)	KOG0592, 3-phosphoinositide-dependent protein kinase (PDK1) [Signal transduction mechanisms]	CDD:228540	25.974	308	193	8	12	296	75	370	8.99e-34	134.0
tr|C4ZEV3|C4ZEV3_AGARV	CELLULAR PROCESSES AND SIGNALING	Signal transduction mechanisms 	KOG0194	Protein tyrosine kinase	KOG0194, Protein tyrosine kinase [Signal transduction mechanisms]	CDD:228143	28.625	269	167	9	13	263	160	421	1.7e-33	132.0
tr|C4ZEV3|C4ZEV3_AGARV	POORLY CHARACTERIZED	General function prediction only 	KOG0589	Serine/threonine protein kinase	KOG0589, Serine/threonine protein kinase [General function prediction only]	CDD:228537	31.227	269	154	13	10	263	4	256	8.27e-33	129.0
tr|C4ZEV3|C4ZEV3_AGARV	POORLY CHARACTERIZED	General function prediction only 	KOG0586	Serine/threonine protein kinase	KOG0586, Serine/threonine protein kinase [General function prediction only]	CDD:228534	28.519	270	178	6	12	276	58	317	8.39e-33	131.0
tr|C5CI23|C5CI23_KOSOT	CELLULAR PROCESSES AND SIGNALING	Posttranslational modification, protein turnover, chaperones 	KOG1543	Cysteine proteinase Cathepsin L	KOG1543, Cysteine proteinase Cathepsin L [Posttranslational modification, protein turnover, chaperones]	CDD:229484	18.182	429	233	15	1	420	4	323	2.44e-20	89.5
tr|C5CI23|C5CI23_KOSOT	CELLULAR PROCESSES AND SIGNALING	Posttranslational modification, protein turnover, chaperones 	KOG1542	Cysteine proteinase Cathepsin F	KOG1542, Cysteine proteinase Cathepsin F [Posttranslational modification, protein turnover, chaperones]	CDD:229483	21.603	287	117	13	123	391	155	351	2.75e-11	62.8
tr|C5CI23|C5CI23_KOSOT	POORLY CHARACTERIZED	General function prediction only 	KOG1544	Predicted cysteine proteinase TIN-ag	KOG1544, Predicted cysteine proteinase TIN-ag [General function prediction only]	CDD:229485	19.737	304	165	12	133	416	223	467	5.01e-08	52.6
tr|C5M9C2|C5M9C2_CANTT	POORLY CHARACTERIZED	General function prediction only 	KOG4409	Predicted hydrolase/acyltransferase (alpha/beta hydrolase superfamily)	KOG4409, Predicted hydrolase/acyltransferase (alpha/beta hydrolase superfamily) [General function prediction only]	CDD:232338	30.435	345	204	12	104	438	45	363	2.46e-81	253.0
tr|C5M9C2|C5M9C2_CANTT	POORLY CHARACTERIZED	General function prediction only 	KOG1454	Predicted hydrolase/acyltransferase (alpha/beta hydrolase superfamily)	KOG1454, Predicted hydrolase/acyltransferase (alpha/beta hydrolase superfamily) [General function prediction only]	CDD:229395	16.364	275	201	11	165	430	61	315	6.63e-06	45.5
tr|C6E2K1|C6E2K1_GEOSM	METABOLISM	Energy production and conversion 	KOG3857	Alcohol dehydrogenase, class IV	KOG3857, Alcohol dehydrogenase, class IV [Energy production and conversion]	CDD:231789	39.141	419	215	7	9	387	44	462	2.65e-136	395.0
tr|C6E4Q9|C6E4Q9_GEOSM	INFORMATION STORAGE AND PROCESSING	Translation, ribosomal structure and biogenesis 	KOG0460	Mitochondrial translation elongation factor Tu	KOG0460, Mitochondrial translation elongation factor Tu [Translation, ribosomal structure and biogenesis]	CDD:228409	70.38	395	117	0	2	396	44	438	0.0	692.0
tr|C6E4Q9|C6E4Q9_GEOSM	INFORMATION STORAGE AND PROCESSING	Translation, ribosomal structure and biogenesis 	KOG0458	Elongation factor 1 alpha	KOG0458, Elongation factor 1 alpha [Translation, ribosomal structure and biogenesis]	CDD:228407	25.682	440	263	13	10	396	175	603	1.46e-47	168.0
tr|C6E4Q9|C6E4Q9_GEOSM	INFORMATION STORAGE AND PROCESSING	Translation, ribosomal structure and biogenesis 	KOG0461	Selenocysteine-specific elongation factor	KOG0461, Selenocysteine-specific elongation factor [Translation, ribosomal structure and biogenesis]	CDD:228410	30.945	307	179	10	13	307	8	293	1.13e-44	159.0
tr|C6E4Q9|C6E4Q9_GEOSM	INFORMATION STORAGE AND PROCESSING	Translation, ribosomal structure and biogenesis 	KOG0459	Polypeptide release factor 3	KOG0459, Polypeptide release factor 3 [Translation, ribosomal structure and biogenesis]	CDD:228408	25.74	439	266	15	7	396	74	501	1.3200000000000001e-36	137.0
tr|C6E4Q9|C6E4Q9_GEOSM	INFORMATION STORAGE AND PROCESSING	Translation, ribosomal structure and biogenesis 	KOG0462	Elongation factor-type GTP-binding protein	KOG0462, Elongation factor-type GTP-binding protein [Translation, ribosomal structure and biogenesis]	CDD:228411	30.45	289	162	11	14	289	62	324	4.040000000000001e-31	122.0
tr|C6E4Q9|C6E4Q9_GEOSM	INFORMATION STORAGE AND PROCESSING	Translation, ribosomal structure and biogenesis 	KOG0052	Translation elongation factor EF-1 alpha/Tu	KOG0052, Translation elongation factor EF-1 alpha/Tu [Translation, ribosomal structure and biogenesis]	CDD:228003	25.118	422	226	13	10	395	5	372	8.59e-26	105.0
tr|C6E4Q9|C6E4Q9_GEOSM	INFORMATION STORAGE AND PROCESSING	Translation, ribosomal structure and biogenesis 	KOG0466	Translation initiation factor 2, gamma subunit (eIF-2gamma; GTPase)	KOG0466, Translation initiation factor 2, gamma subunit (eIF-2gamma; GTPase) [Translation, ribosomal structure and biogenesis]	CDD:228415	28.826	281	128	9	13	247	39	293	4.2999999999999994e-23	98.3
tr|C6E4Q9|C6E4Q9_GEOSM	INFORMATION STORAGE AND PROCESSING	Translation, ribosomal structure and biogenesis 	KOG1145	Mitochondrial translation initiation factor 2 (IF-2; GTPase)	KOG1145, Mitochondrial translation initiation factor 2 (IF-2; GTPase) [Translation, ribosomal structure and biogenesis]	CDD:229088	34.274	248	117	12	4	242	147	357	1.13e-19	88.7
tr|C6E4Q9|C6E4Q9_GEOSM	INFORMATION STORAGE AND PROCESSING	Translation, ribosomal structure and biogenesis 	KOG0465	Mitochondrial elongation factor	KOG0465, Mitochondrial elongation factor [Translation, ribosomal structure and biogenesis]	CDD:228414	33.846	130	79	4	14	139	41	167	5.19e-16	77.4
tr|C6E4Q9|C6E4Q9_GEOSM	INFORMATION STORAGE AND PROCESSING	Translation, ribosomal structure and biogenesis 	KOG0468	U5 snRNP-specific protein	KOG0468, U5 snRNP-specific protein [Translation, ribosomal structure and biogenesis]	CDD:228417	30.216	139	82	5	13	141	129	262	7e-15	74.2
tr|C6E4Q9|C6E4Q9_GEOSM	INFORMATION STORAGE AND PROCESSING	Translation, ribosomal structure and biogenesis 	KOG0467	Translation elongation factor 2/ribosome biogenesis protein RIA1 and related proteins	KOG0467, Translation elongation factor 2/ribosome biogenesis protein RIA1 and related proteins [Translation, ribosomal structure and biogenesis]	CDD:228416	30.882	136	73	6	14	139	11	135	6.54e-13	68.0
tr|C6E4Q9|C6E4Q9_GEOSM	INFORMATION STORAGE AND PROCESSING	Translation, ribosomal structure and biogenesis 	KOG0464	Elongation factor G	KOG0464, Elongation factor G [Translation, ribosomal structure and biogenesis]	CDD:228413	31.343	134	77	4	14	139	39	165	6.66e-13	67.8
tr|C6E4Q9|C6E4Q9_GEOSM	INFORMATION STORAGE AND PROCESSING	Translation, ribosomal structure and biogenesis 	KOG0469	Elongation factor 2	KOG0469, Elongation factor 2 [Translation, ribosomal structure and biogenesis]	CDD:228418	31.544	149	71	10	14	139	21	161	3.04e-11	62.5
tr|C6E4Q9|C6E4Q9_GEOSM	INFORMATION STORAGE AND PROCESSING	Translation, ribosomal structure and biogenesis 	KOG1143	Predicted translation elongation factor	KOG1143, Predicted translation elongation factor [Translation, ribosomal structure and biogenesis]	CDD:229086	21.709	433	270	14	13	394	168	582	1.05e-09	57.6
tr|C6E4Q9|C6E4Q9_GEOSM	POORLY CHARACTERIZED	General function prediction only 	KOG0463	GTP-binding protein GP-1	KOG0463, GTP-binding protein GP-1 [General function prediction only]	CDD:228412	21.789	436	266	18	13	395	134	547	1.58e-07	50.7
tr|C6E4Q9|C6E4Q9_GEOSM	INFORMATION STORAGE AND PROCESSING	Translation, ribosomal structure and biogenesis 	KOG1144	Translation initiation factor 5B (eIF-5B)	KOG1144, Translation initiation factor 5B (eIF-5B) [Translation, ribosomal structure and biogenesis]	CDD:229087	36.0	125	75	4	18	139	481	603	3.88e-06	46.8
sp|C6E643|DNAK_GEOSM	CELLULAR PROCESSES AND SIGNALING	Posttranslational modification, protein turnover, chaperones 	KOG0102	Molecular chaperones mortalin/PBP74/GRP75, HSP70 superfamily	KOG0102, Molecular chaperones mortalin/PBP74/GRP75, HSP70 superfamily [Posttranslational modification, protein turnover, chaperones]	CDD:228053	68.903	611	187	1	4	611	29	639	0.0	978.0
sp|C6E643|DNAK_GEOSM	CELLULAR PROCESSES AND SIGNALING	Posttranslational modification, protein turnover, chaperones 	KOG0100	Molecular chaperones GRP78/BiP/KAR2, HSP70 superfamily	KOG0100, Molecular chaperones GRP78/BiP/KAR2, HSP70 superfamily [Posttranslational modification, protein turnover, chaperones]	CDD:228051	51.339	635	283	12	1	617	35	661	0.0	686.0
sp|C6E643|DNAK_GEOSM	CELLULAR PROCESSES AND SIGNALING	Posttranslational modification, protein turnover, chaperones 	KOG0101	Molecular chaperones HSP70/HSC70, HSP70 superfamily	KOG0101, Molecular chaperones HSP70/HSC70, HSP70 superfamily [Posttranslational modification, protein turnover, chaperones]	CDD:228052	52.034	590	266	7	1	578	6	590	0.0	594.0
sp|C6E643|DNAK_GEOSM	CELLULAR PROCESSES AND SIGNALING	Posttranslational modification, protein turnover, chaperones 	KOG0103	Molecular chaperones HSP105/HSP110/SSE1, HSP70 superfamily	KOG0103, Molecular chaperones HSP105/HSP110/SSE1, HSP70 superfamily [Posttranslational modification, protein turnover, chaperones]	CDD:228054	31.321	613	360	15	1	560	1	605	2.59e-87	285.0
sp|C6E643|DNAK_GEOSM	CELLULAR PROCESSES AND SIGNALING	Posttranslational modification, protein turnover, chaperones 	KOG0104	Molecular chaperones GRP170/SIL1, HSP70 superfamily	KOG0104, Molecular chaperones GRP170/SIL1, HSP70 superfamily [Posttranslational modification, protein turnover, chaperones]	CDD:228055	28.617	622	368	19	4	578	24	616	2.3200000000000003e-73	251.0
sp|C6E643|DNAK_GEOSM	METABOLISM	Carbohydrate transport and metabolism 	KOG2517	Ribulose kinase and related carbohydrate kinases	KOG2517, Ribulose kinase and related carbohydrate kinases [Carbohydrate transport and metabolism]	CDD:230456	26.277	137	80	7	295	428	388	506	0.000388	40.8
tr|C6PW09|C6PW09_9CLOT	INFORMATION STORAGE AND PROCESSING	Translation, ribosomal structure and biogenesis 	KOG2472	Phenylalanyl-tRNA synthetase beta subunit	KOG2472, Phenylalanyl-tRNA synthetase beta subunit [Translation, ribosomal structure and biogenesis]	CDD:230411	21.455	550	368	24	163	686	66	577	2.43e-28	118.0
tr|C6PW09|C6PW09_9CLOT	INFORMATION STORAGE AND PROCESSING	Translation, ribosomal structure and biogenesis 	KOG2783	Phenylalanyl-tRNA synthetase	KOG2783, Phenylalanyl-tRNA synthetase [Translation, ribosomal structure and biogenesis]	CDD:230722	28.571	105	71	2	691	793	334	436	1.31e-13	71.4
tr|C6PW09|C6PW09_9CLOT	INFORMATION STORAGE AND PROCESSING	Translation, ribosomal structure and biogenesis 	KOG2241	tRNA-binding protein	KOG2241, tRNA-binding protein [Translation, ribosomal structure and biogenesis]	CDD:230180	28.571	84	43	3	48	124	102	175	3.55e-06	46.7
tr|C6XKL1|C6XKL1_HIRBI	INFORMATION STORAGE AND PROCESSING	Translation, ribosomal structure and biogenesis 	KOG2726	Mitochondrial polypeptide chain release factor	KOG2726, Mitochondrial polypeptide chain release factor [Translation, ribosomal structure and biogenesis]	CDD:230665	39.474	342	186	8	30	361	44	374	1.54e-92	280.0
tr|C7JA53|C7JA53_ORYSJ	INFORMATION STORAGE AND PROCESSING	Chromatin structure and dynamics 	KOG1279	Chromatin remodeling factor subunit and related transcription factors	KOG1279, Chromatin remodeling factor subunit and related transcription factors [Chromatin structure and dynamics]	CDD:229221	26.654	544	345	12	151	687	7	503	2.2099999999999998e-89	287.0
