qseqid	sseqid	pident	length	mismatch	gapopen	qstart	qend	sstart	send	evalue	bitscore	Entry	Entry Name	Protein names	Gene Ontology (GO)	Function [CC]	EC number	Annotation	Protein families	Pfam
tr|B0VH79|B0VH79_CLOAI	B0VH79	100.0	623	0	0	1	623	1	623	0.0	1254.0	B0VH79	B0VH79_CLOAI	Fibronectin type-III domain-containing protein	cell projection [GO:0042995]; cytoplasm [GO:0005737]			1.0		PF22544;
tr|B0VGQ0|B0VGQ0_CLOAI	B0VGQ0	100.0	727	0	0	1	727	1	727	0.0	1524.0	B0VGQ0	B0VGQ0_CLOAI	FlgD/Vpr Ig-like domain-containing protein				1.0		PF13860;
tr|B0VGN2|B0VGN2_CLOAI	B0VGN2	100.0	643	0	0	1	643	1	643	0.0	1270.0	B0VGN2	B0VGN2_CLOAI	Fibronectin type-III domain-containing protein	membrane [GO:0016020]			1.0		
tr|B0VGC9|B0VGC9_CLOAI	B0VGC9	100.0	403	0	0	1	403	1	403	4.399999999999998e-294	805.0	B0VGC9	B0VGC9_CLOAI	Elongation factor Tu (EF-Tu)	cytosol [GO:0005829]; GTP binding [GO:0005525]; GTPase activity [GO:0003924]; translation elongation factor activity [GO:0003746]	FUNCTION: This protein promotes the GTP-dependent binding of aminoacyl-tRNA to the A-site of ribosomes during protein biosynthesis. {ECO:0000256|HAMAP-Rule:MF_00118}.		2.0	TRAFAC class translation factor GTPase superfamily, Classic translation factor GTPase family, EF-Tu/EF-1A subfamily	PF00009;PF03144;PF03143;
tr|B0VG09|B0VG09_CLOAI	B0VG09	100.0	6457	0	0	1	6457	1	6457	0.0	12750.0	B0VG09	B0VG09_CLOAI	FlgD Ig-like domain-containing protein				1.0		PF12245;PF13860;
tr|B0VF50|B0VF50_CLOAI	B0VF50	100.0	1850	0	0	1	1850	1	1850	0.0	3673.0	B0VF50	B0VF50_CLOAI	PKD domain-containing protein	cell-matrix adhesion [GO:0007160]			1.0		PF13860;PF06119;PF05048;PF18911;
tr|B0TJ27|B0TJ27_SHEHH	B0TJ27	100.0	993	0	0	1	993	1	993	0.0	2018.0	B0TJ27	B0TJ27_SHEHH	TonB-dependent receptor	cell outer membrane [GO:0009279]; carbohydrate binding [GO:0030246]; siderophore uptake transmembrane transporter activity [GO:0015344]			1.0	TonB-dependent receptor family	PF13620;PF07715;PF00593;
tr|B0TD59|B0TD59_HELMI	B0TD59	100.0	2976	0	0	1	2976	1	2976	0.0	5450.0	B0TD59	B0TD59_HELMI	Multidomain protein with s-layer homology region, glug motif, ig motif, i-set domain	cell envelope [GO:0030313]; membrane [GO:0016020]; calcium ion binding [GO:0005509]			1.0		PF02368;PF09479;PF07581;PF05345;PF07679;PF13927;PF13385;PF00395;
tr|B0P7U5|B0P7U5_9FIRM	B0P7U5	100.0	411	0	0	1	411	1	411	2.5799999999999985e-271	750.0	B0P7U5	B0P7U5_9FIRM	Receptor family ligand-binding protein	amino acid transport [GO:0006865]			1.0	Leucine-binding protein family	PF13458;
tr|B0B5L4|B0B5L4_CLOBO	B0B5L4	100.0	484	0	0	1	484	1	484	0.0	940.0	B0B5L4	B0B5L4_CLOBO	Inosine-5'-monophosphate dehydrogenase (IMP dehydrogenase) (IMPD) (IMPDH) (EC 1.1.1.205)	IMP dehydrogenase activity [GO:0003938]; metal ion binding [GO:0046872]; nucleotide binding [GO:0000166]; GMP biosynthetic process [GO:0006177]; GTP biosynthetic process [GO:0006183]	FUNCTION: Catalyzes the conversion of inosine 5'-phosphate (IMP) to xanthosine 5'-phosphate (XMP), the first committed and rate-limiting step in the de novo synthesis of guanine nucleotides, and therefore plays an important role in the regulation of cell growth. {ECO:0000256|HAMAP-Rule:MF_01964}.	1.1.1.205	3.0	IMPDH/GMPR family	PF00571;PF00478;
tr|A9MLQ2|A9MLQ2_SALAR	A0A5W0IFC6	100.0	224	0	0	1	224	1	224	4.059999999999999e-150	426.0	A0A5W0IFC6	A0A5W0IFC6_SALER	Propanediol dehydratase medium subunit PduD				1.0		PF02288;
tr|A9LA76|A9LA76_AVEFL	A9LA76	100.0	511	0	0	1	511	1	511	0.0	1029.0	A9LA76	A9LA76_AVEFL	Maturase K (Intron maturase)	chloroplast [GO:0009507]; RNA binding [GO:0003723]; mRNA processing [GO:0006397]; RNA splicing [GO:0008380]; tRNA processing [GO:0008033]	FUNCTION: Usually encoded in the trnK tRNA gene intron. Probably assists in splicing its own and other chloroplast group II introns. {ECO:0000256|HAMAP-Rule:MF_01390}.		2.0	Intron maturase 2 family, MatK subfamily	PF01348;PF01824;
tr|A9KKM8|A9KKM8_LACP7	A9KKM8	100.0	793	0	0	1	793	1	793	0.0	1555.0	A9KKM8	A9KKM8_LACP7	Extracellular solute-binding protein family 5	peptide transmembrane transporter activity [GO:1904680]; peptide transport [GO:0015833]			1.0		PF00496;
tr|A9F1K7|A9F1K7_SORC5	A9F1K7	100.0	1029	0	0	1	1029	1	1029	0.0	2036.0	A9F1K7	A9F1K7_SORC5	Oar protein	cell outer membrane [GO:0009279]; carbohydrate binding [GO:0030246]; siderophore uptake transmembrane transporter activity [GO:0015344]			1.0	TonB-dependent receptor family	PF13620;PF00593;
tr|A9BH12|A9BH12_PETMO	A9BH12	100.0	403	0	0	1	403	1	403	5.989999999999997e-292	799.0	A9BH12	A9BH12_PETMO	Extracellular ligand-binding receptor	amino acid transport [GO:0006865]			1.0	Leucine-binding protein family	PF13458;
tr|A9BGN9|A9BGN9_PETMO	A9BGN9	100.0	431	0	0	1	431	1	431	6.04e-313	855.0	A9BGN9	A9BGN9_PETMO	Glutamate dehydrogenase	glutamate dehydrogenase (NAD+) activity [GO:0004352]; nucleotide binding [GO:0000166]; glutamate catabolic process [GO:0006538]			2.0	Glu/Leu/Phe/Val dehydrogenases family	PF00208;PF02812;
tr|A9BGI1|A9BGI1_PETMO	A9BGI1	100.0	587	0	0	1	587	1	587	0.0	1209.0	A9BGI1	A9BGI1_PETMO	Extracellular solute-binding protein family 5	ATP-binding cassette (ABC) transporter complex [GO:0043190]; periplasmic space [GO:0042597]; peptide transmembrane transporter activity [GO:1904680]; peptide transport [GO:0015833]			1.0	Bacterial solute-binding protein 5 family	PF00496;
tr|A9BG52|A9BG52_PETMO	A0A421CPI0	100.0	114	0	0	1	114	1	114	2.8099999999999995e-74	225.0	A0A421CPI0	A0A421CPI0_9BACT	Alkaline shock protein				1.0	Asp23 family	PF03780;
tr|A9BG31|A9BG31_PETMO	A9BG31	100.0	429	0	0	1	429	1	429	0.0	872.0	A9BG31	A9BG31_PETMO	Extracellular solute-binding protein family 1	cell envelope [GO:0030313]			1.0	Bacterial solute-binding protein 1 family	PF13416;
tr|A9BES8|A9BES8_PETMO	A9BES8	100.0	318	0	0	1	318	1	318	1.1999999999999996e-161	462.0	A9BES8	A9BES8_PETMO	S-layer domain protein	membrane [GO:0016020]			1.0		PF00395;
tr|A9B3H3|A9B3H3_HERA2	A9B3H3	100.0	375	0	0	1	375	1	375	5.0299999999999974e-288	787.0	A9B3H3	A9B3H3_HERA2	Peptidase M23B	metalloendopeptidase activity [GO:0004222]			1.0		PF01551;
tr|A9B0X0|A9B0X0_HERA2	A9B0X0	100.0	679	0	0	1	679	1	679	0.0	1341.0	A9B0X0	A9B0X0_HERA2	DUF4015 domain-containing protein				1.0		PF13200;
tr|A9A0K8|A9A0K8_DESOH	A9A0K8	100.0	1755	0	0	1	1755	1	1755	0.0	3073.0	A9A0K8	A9A0K8_DESOH	Polymorphic outer membrane protein	membrane [GO:0016020]			1.0		PF13229;PF18884;
tr|A8ZVJ1|A8ZVJ1_DESOH	A8ZVJ1	100.0	311	0	0	1	311	1	311	3.999999999999998e-214	595.0	A8ZVJ1	A8ZVJ1_DESOH	Malate dehydrogenase (EC 1.1.1.37)	L-lactate dehydrogenase activity [GO:0004459]; L-malate dehydrogenase (NAD+) activity [GO:0030060]; lactate metabolic process [GO:0006089]; pyruvate metabolic process [GO:0006090]; tricarboxylic acid cycle [GO:0006099]	FUNCTION: Catalyzes the reversible oxidation of malate to oxaloacetate. {ECO:0000256|HAMAP-Rule:MF_00487}.	1.1.1.37	2.0	LDH/MDH superfamily, MDH type 3 family	PF02866;PF00056;
tr|A8ZRW8|A8ZRW8_DESOH	A8ZRW8	100.0	681	0	0	1	681	1	681	0.0	1271.0	A8ZRW8	A8ZRW8_DESOH	Conserved carboxylase region	cytoplasm [GO:0005737]; pyruvate carboxylase activity [GO:0004736]; gluconeogenesis [GO:0006094]; pyruvate metabolic process [GO:0006090]			1.0		PF00364;PF00682;PF02436;
tr|A8XIG3|A8XIG3_CAEBR	A0AAE9AB65	100.0	233	0	0	1	233	1	233	4.419999999999999e-163	459.0	A0AAE9AB65	A0AAE9AB65_CAEBR	SET domain-containing protein	chromosome [GO:0005694]; nucleus [GO:0005634]; histone H3 methyltransferase activity [GO:0140938]; protein-lysine N-methyltransferase activity [GO:0016279]; methylation [GO:0032259]			1.0		PF00856;
tr|A8UKK6|A8UKK6_9FLAO	A8UKK6	100.0	707	0	0	1	707	1	707	0.0	1367.0	A8UKK6	A8UKK6_9FLAO	methylmalonyl-CoA mutase (EC 5.4.99.2)	cytoplasm [GO:0005737]; cobalamin binding [GO:0031419]; metal ion binding [GO:0046872]; methylmalonyl-CoA mutase activity [GO:0004494]; propionate metabolic process, methylmalonyl pathway [GO:0019678]		5.4.99.2	2.0	Methylmalonyl-CoA mutase family	PF02310;PF01642;
tr|A8NPE3|A8NPE3_COPC7	A8NPE3	100.0	726	0	0	1	726	1	726	0.0	1273.0	A8NPE3	A8NPE3_COPC7	DUF5648 domain-containing protein				1.0		PF18885;
tr|A8MM21|A8MM21_ALKOO	A8MM21	100.0	393	0	0	1	393	1	393	2.039999999999999e-278	764.0	A8MM21	A8MM21_ALKOO	Conserved hypothetical lipoprotein				1.0		PF12683;
tr|A8MFW8|A8MFW8_ALKOO	A8MFW8	100.0	513	0	0	1	513	1	513	0.0	1014.0	A8MFW8	A8MFW8_ALKOO	Sarcosine reductase (EC 1.21.4.3)	3-oxoacyl-[acyl-carrier-protein] synthase activity [GO:0004315]; sarcosine reductase activity [GO:0033794]; fatty acid biosynthetic process [GO:0006633]		1.21.4.3	1.0		PF08545;PF19364;
tr|A8MEU2|A8MEU2_ALKOO	A8MEU2	100.0	264	0	0	1	264	1	264	1.1899999999999998e-205	569.0	A8MEU2	A8MEU2_ALKOO	Cyclase family protein	arylformamidase activity [GO:0004061]; L-tryptophan catabolic process to kynurenine [GO:0019441]			1.0		PF04199;
tr|A8F8V7|A8F8V7_PSELT	A8F8V7	100.0	558	0	0	1	558	1	558	0.0	1108.0	A8F8V7	A8F8V7_PSELT	Peptidase S8 and S53 subtilisin kexin sedolisin	serine-type endopeptidase activity [GO:0004252]; proteolysis [GO:0006508]			1.0	Peptidase S8 family	PF00082;
tr|A8F8E4|A8F8E4_PSELT	A8F8E4	100.0	331	0	0	1	331	1	331	1.1499999999999993e-239	661.0	A8F8E4	A8F8E4_PSELT	Uncharacterized protein UPF0065				1.0	UPF0065 (bug) family	PF03401;
tr|A8F6K8|A8F6K8_PSELT	A8F6K8	100.0	353	0	0	1	353	1	353	5.009999999999997e-261	717.0	A8F6K8	A8F6K8_PSELT	Radical SAM domain protein	catalytic activity [GO:0003824]; iron-sulfur cluster binding [GO:0051536]; metal ion binding [GO:0046872]			1.0		PF13353;PF04055;
tr|A8F5J2|A8F5J2_PSELT	A8F5J2	100.0	241	0	0	1	241	1	241	6.999999999999998e-164	462.0	A8F5J2	A8F5J2_PSELT	Extracellular solute-binding protein family 3	cell envelope [GO:0030313]; membrane [GO:0016020]; ligand-gated monoatomic ion channel activity [GO:0015276]			1.0	Bacterial solute-binding protein 3 family	PF00497;
tr|A8F4W7|A8F4W7_PSELT	A8F4W7	100.0	317	0	0	1	317	1	317	6.039999999999998e-228	630.0	A8F4W7	A8F4W7_PSELT	Uncharacterized protein UPF0065				1.0	UPF0065 (bug) family	PF03401;
tr|A7ZRT4|A7ZRT4_ECO24	A7ZRT4	100.0	946	0	0	1	946	1	946	0.0	1857.0	A7ZRT4	A7ZRT4_ECO24	Bifunctional glutamine synthetase adenylyltransferase/adenylyl-removing enzyme (ATP:glutamine synthetase adenylyltransferase) (ATase) [Includes: Glutamine synthetase adenylyl-L-tyrosine phosphorylase (EC 2.7.7.89) (Adenylyl removase) (AR) (AT-N); Glutamine synthetase adenylyl transferase (EC 2.7.7.42) (Adenylyl transferase) (AT) (AT-C)]	cytosol [GO:0005829]; [glutamate-ammonia-ligase] adenylyltransferase activity [GO:0008882]; [glutamine synthetase]-adenylyl-L-tyrosine phosphorylase activity [GO:0047388]; ATP binding [GO:0005524]; ligase activity [GO:0016874]; magnesium ion binding [GO:0000287]; regulation of glutamine family amino acid metabolic process [GO:0000820]	FUNCTION: Involved in the regulation of glutamine synthetase GlnA, a key enzyme in the process to assimilate ammonia. When cellular nitrogen levels are high, the C-terminal adenylyl transferase (AT) inactivates GlnA by covalent transfer of an adenylyl group from ATP to specific tyrosine residue of GlnA, thus reducing its activity. Conversely, when nitrogen levels are low, the N-terminal adenylyl removase (AR) activates GlnA by removing the adenylyl group by phosphorolysis, increasing its activity. The regulatory region of GlnE binds the signal transduction protein PII (GlnB) which indicates the nitrogen status of the cell. {ECO:0000256|HAMAP-Rule:MF_00802}.	2.7.7.42; 2.7.7.89	3.0	GlnE family	PF08335;PF03710;
tr|A7NKW2|A7NKW2_ROSCS	A7NKW2	100.0	333	0	0	1	333	1	333	1.6999999999999994e-242	668.0	A7NKW2	A7NKW2_ROSCS	Dihydroxyacetone kinase, DhaK subunit (EC 2.7.1.29)	cytosol [GO:0005829]; glycerone kinase activity [GO:0004371]; glycerol catabolic process [GO:0019563]		2.7.1.29	1.0		PF02733;
tr|A7NFW8|A7NFW8_ROSCS	A7NFW8	100.0	864	0	0	1	864	1	864	0.0	1666.0	A7NFW8	A7NFW8_ROSCS	Tetratricopeptide TPR_2 repeat protein				1.0		PF13432;
tr|A7I5U3|A7I5U3_METB6	A7I5U3	100.0	437	0	0	1	437	1	437	8.869999999999994e-309	845.0	A7I5U3	A7I5U3_METB6	Methyl-coenzyme M reductase subunit beta (EC 2.8.4.1) (Coenzyme-B sulfoethylthiotransferase beta)	coenzyme-B sulfoethylthiotransferase activity [GO:0050524]; methanogenesis [GO:0015948]		2.8.4.1	2.0	Methyl-coenzyme M reductase beta subunit family	PF02241;PF02783;
tr|A7I5T9|A7I5T9_METB6	A7I5T9	100.0	561	0	0	1	561	1	561	0.0	1129.0	A7I5T9	A7I5T9_METB6	Methyl-coenzyme M reductase subunit alpha (EC 2.8.4.1)	coenzyme-B sulfoethylthiotransferase activity [GO:0050524]; metal ion binding [GO:0046872]; methanogenesis [GO:0015948]	FUNCTION: Component of the methyl-coenzyme M reductase (MCR) I that catalyzes the reductive cleavage of methyl-coenzyme M (CoM-S-CH3 or 2-(methylthio)ethanesulfonate) using coenzyme B (CoB or 7-mercaptoheptanoylthreonine phosphate) as reductant which results in the production of methane and the mixed heterodisulfide of CoB and CoM (CoM-S-S-CoB). This is the final step in methanogenesis. {ECO:0000256|PIRNR:PIRNR000262}.	2.8.4.1	2.0	Methyl-coenzyme M reductase alpha subunit family	PF02249;PF02745;
tr|A7I5S3|A7I5S3_METB6	A7I5S3	100.0	345	0	0	1	345	1	345	1.1699999999999994e-255	702.0	A7I5S3	A7I5S3_METB6	Tetrahydromethanopterin S-methyltransferase, MtrH subunit	methyltransferase activity [GO:0008168]; methylation [GO:0032259]; one-carbon metabolic process [GO:0006730]			1.0		PF02007;
tr|A7HSX4|A7HSX4_PARL1	A7HSX4	100.0	260	0	0	1	260	1	260	1.4199999999999993e-177	498.0	A7HSX4	A7HSX4_PARL1	Short-chain dehydrogenase/reductase SDR	oxidoreductase activity [GO:0016491]			1.0	Short-chain dehydrogenases/reductases (SDR) family	PF00106;
tr|A7HKG1|A7HKG1_FERNB	A7HKG1	100.0	386	0	0	1	386	1	386	1.7399999999999988e-280	769.0	A7HKG1	A7HKG1_FERNB	Extracellular ligand-binding receptor	amino acid transport [GO:0006865]			1.0	Leucine-binding protein family	PF13458;
tr|A7HJ85|A7HJ85_FERNB	A7HJ85	100.0	160	0	0	1	160	1	160	4.7299999999999997e-104	304.0	A7HJ85	A7HJ85_FERNB	Uncharacterized protein				1.0		
tr|A7GZ48|A7GZ48_CAMC5	A7GZ48	100.0	186	0	0	1	186	1	186	1.2099999999999996e-139	396.0	A7GZ48	A7GZ48_CAMC5	Uncharacterized protein				1.0		
tr|A6ZJR7|A6ZJR7_9BACT	A6ZJR7	100.0	619	0	0	1	619	1	619	0.0	1291.0	A6ZJR7	A6ZJR7_9BACT	AprA	plasma membrane [GO:0005886]; electron transfer activity [GO:0009055]; flavin adenine dinucleotide binding [GO:0050660]; succinate dehydrogenase activity [GO:0000104]; anaerobic respiration [GO:0009061]			1.0		PF00890;
tr|A6YCY5|A6YCY5_9BACT	A6YCY5	100.0	579	0	0	1	579	1	579	0.0	1176.0	A6YCY5	A6YCY5_9BACT	AprA	plasma membrane [GO:0005886]; electron transfer activity [GO:0009055]; flavin adenine dinucleotide binding [GO:0050660]; succinate dehydrogenase activity [GO:0000104]; anaerobic respiration [GO:0009061]			1.0		PF00890;
tr|A6YCY2|A6YCY2_9BACT	A6YCY2	100.0	118	0	0	1	118	1	118	6.509999999999998e-84	249.0	A6YCY2	A6YCY2_9BACT	AprB	iron-sulfur cluster binding [GO:0051536]; metal ion binding [GO:0046872]			1.0		PF12139;PF00037;
tr|A6UDY8|A6UDY8_SINMW	A6UDY8	100.0	315	0	0	1	315	1	315	6.749999999999996e-224	620.0	A6UDY8	A6UDY8_SINMW	ABC-type sugar transport system periplasmic component-like protein	cell envelope [GO:0030313]; carbohydrate binding [GO:0030246]			1.0	Bacterial solute-binding protein 2 family	PF13407;
tr|A6TX53|A6TX53_ALKMQ	A6TX53	100.0	328	0	0	1	328	1	328	8.209999999999996e-227	628.0	A6TX53	A6TX53_ALKMQ	TRAP transporter solute receptor, TAXI family				1.0		PF16868;
tr|A6NX83|A6NX83_9FIRM	A0A1C6G5D5	100.0	336	0	0	1	336	1	336	4.189999999999998e-224	622.0	A0A1C6G5D5	A0A1C6G5D5_9FIRM	Glyceraldehyde-3-phosphate dehydrogenase (EC 1.2.1.-)	glyceraldehyde-3-phosphate dehydrogenase (NAD+) (phosphorylating) activity [GO:0004365]; NAD binding [GO:0051287]; NADP binding [GO:0050661]; glucose metabolic process [GO:0006006]	FUNCTION: Catalyzes the oxidative phosphorylation of glyceraldehyde 3-phosphate (G3P) to 1,3-bisphosphoglycerate (BPG) using the cofactor NAD. The first reaction step involves the formation of a hemiacetal intermediate between G3P and a cysteine residue, and this hemiacetal intermediate is then oxidized to a thioester, with concomitant reduction of NAD to NADH. The reduced NADH is then exchanged with the second NAD, and the thioester is attacked by a nucleophilic inorganic phosphate to produce BPG. {ECO:0000256|ARBA:ARBA00003501}.	1.2.1.-	3.0	Glyceraldehyde-3-phosphate dehydrogenase family	PF02800;PF00044;
tr|A6L9R5|A6L9R5_PARD8	Q6QH99	100.0	381	0	0	1	381	1	381	2.8999999999999987e-281	770.0	Q6QH99	Q6QH99_9BACT	OmpA family protein (Outer membrane protein A)	cell outer membrane [GO:0009279]			1.0		PF00691;
tr|A6L9B4|A6L9B4_PARD8	A6L9B4	100.0	1065	0	0	1	1065	1	1065	0.0	2098.0	A6L9B4	A6L9B4_PARD8	Putative outer membrane protein, probably involved in nutrient binding	cell outer membrane [GO:0009279]			1.0	TonB-dependent receptor family	PF13715;PF07715;PF00593;
tr|A6EIZ1|A6EIZ1_9SPHI	A6EIZ1	100.0	1068	0	0	1	1068	1	1068	0.0	2110.0	A6EIZ1	A6EIZ1_9SPHI	Putative outer membrane protein	cell outer membrane [GO:0009279]			1.0	TonB-dependent receptor family	PF13715;PF07715;
tr|A6EE43|A6EE43_9SPHI	A6EE43	100.0	1046	0	0	1	1046	1	1046	0.0	2051.0	A6EE43	A6EE43_9SPHI	TonB-dependent receptor	cell outer membrane [GO:0009279]; carbohydrate binding [GO:0030246]; siderophore uptake transmembrane transporter activity [GO:0015344]			1.0		PF13620;
tr|A5USL7|A5USL7_ROSS1	A5USL7	100.0	1192	0	0	1	1192	1	1192	0.0	2366.0	A5USL7	A5USL7_ROSS1	Pyruvate flavodoxin/ferredoxin oxidoreductase domain protein	4 iron, 4 sulfur cluster binding [GO:0051539]; iron ion binding [GO:0005506]; oxidoreductase activity, acting on the aldehyde or oxo group of donors [GO:0016903]; thiamine pyrophosphate binding [GO:0030976]; electron transport chain [GO:0022900]; response to oxidative stress [GO:0006979]			2.0	Pyruvate:ferredoxin/flavodoxin oxidoreductase family	PF10371;PF12838;PF17147;PF01558;PF01855;PF02775;
tr|A5UQR3|A5UQR3_ROSS1	A5UQR3	100.0	723	0	0	1	723	1	723	0.0	1390.0	A5UQR3	A5UQR3_ROSS1	methylmalonyl-CoA mutase (EC 5.4.99.2)	cytoplasm [GO:0005737]; cobalamin binding [GO:0031419]; metal ion binding [GO:0046872]; methylmalonyl-CoA mutase activity [GO:0004494]; propionate metabolic process, methylmalonyl pathway [GO:0019678]		5.4.99.2	2.0	Methylmalonyl-CoA mutase family	PF01642;
tr|A5P862|A5P862_9SPHN	A5P862	100.0	617	0	0	1	617	1	617	0.0	1259.0	A5P862	A5P862_9SPHN	Zinc-dependent metallopeptidase	membrane [GO:0016020]; metallopeptidase activity [GO:0008237]; peptidyl-dipeptidase activity [GO:0008241]; proteolysis [GO:0006508]			1.0		PF01401;
tr|A5GFL7|A5GFL7_GEOUR	A5GFL7	100.0	194	0	0	1	194	1	194	1.5099999999999997e-128	369.0	A5GFL7	A5GFL7_GEOUR	LemA family protein	membrane [GO:0016020]			1.0	LemA family	PF04011;
tr|A5GEZ5|A5GEZ5_GEOUR	A5GEZ5	100.0	350	0	0	1	350	1	350	9.069999999999996e-242	668.0	A5GEZ5	A5GEZ5_GEOUR	Type IV pilus assembly protein PilM	cell division [GO:0051301]			1.0		PF11104;
tr|A5GEY9|A5GEY9_GEOUR	A5GEY9	100.0	1482	0	0	1	1482	1	1482	0.0	2968.0	A5GEY9	A5GEY9_GEOUR	Tfp pilus assembly protein tip-associated adhesin PilY1-like protein				1.0		PF18998;
tr|A5GEA2|A5GEA2_GEOUR	A5GEA2	100.0	279	0	0	1	279	1	279	5.459999999999998e-205	569.0	A5GEA2	A5GEA2_GEOUR	Transporter				1.0		
tr|A5GDM1|A5GDM1_GEOUR	A5GDM1	100.0	454	0	0	1	454	1	454	0.0	895.0	A5GDM1	A5GDM1_GEOUR	Major outer membrane protein				1.0		
tr|A5GB32|A5GB32_GEOUR	A5GB32	100.0	931	0	0	1	931	1	931	0.0	1894.0	A5GB32	A5GB32_GEOUR	Aldehyde dehydrogenase, molybdenum-binding subunit apoprotein	2 iron, 2 sulfur cluster binding [GO:0051537]; iron ion binding [GO:0005506]; oxidoreductase activity [GO:0016491]			1.0	Xanthine dehydrogenase family	PF01315;PF00111;PF01799;PF02738;PF20256;
tr|A5GAJ1|A5GAJ1_GEOUR	A5GAJ1	100.0	576	0	0	1	576	1	576	0.0	1147.0	A5GAJ1	A5GAJ1_GEOUR	Aldehyde ferredoxin oxidoreductase (EC 1.2.7.5)	4 iron, 4 sulfur cluster binding [GO:0051539]; aldehyde ferredoxin oxidoreductase activity [GO:0033726]; electron transfer activity [GO:0009055]; metal ion binding [GO:0046872]		1.2.7.5	1.0	AOR/FOR family	PF01314;PF02730;
tr|A5G7S6|A5G7S6_GEOUR	A5G7S6	100.0	340	0	0	1	340	1	340	6.619999999999997e-239	660.0	A5G7S6	A5G7S6_GEOUR	Peptidoglycan-binding LysM				1.0		PF01476;
tr|A5G7G1|A5G7G1_GEOUR	A5G7G1	100.0	414	0	0	1	414	1	414	2.5599999999999986e-294	806.0	A5G7G1	A5G7G1_GEOUR	Porin				1.0		
tr|A5G6T1|A5G6T1_GEOUR	A5G6T1	100.0	171	0	0	1	171	1	171	6.629999999999998e-123	352.0	A5G6T1	A5G6T1_GEOUR	4-vinyl reductase 4VR domain-containing protein				1.0		
tr|A5G6R8|A5G6R8_GEOUR	A5G6R8	100.0	429	0	0	1	429	1	429	3.1e-314	858.0	A5G6R8	A5G6R8_GEOUR	Phosphate-selective porin O and P				1.0		PF07396;
tr|A5G5Z0|A5G5Z0_GEOUR	A5G5Z0	100.0	385	0	0	1	385	1	385	2.0699999999999985e-267	736.0	A5G5Z0	A5G5Z0_GEOUR	Acyl-CoA dehydrogenase domain protein	acyl-CoA dehydrogenase activity [GO:0003995]; flavin adenine dinucleotide binding [GO:0050660]			1.0	Acyl-CoA dehydrogenase family	PF00441;PF02770;PF02771;
tr|A5G5W5|A5G5W5_GEOUR	A5G5W5	100.0	4761	0	0	1	4761	1	4761	0.0	8547.0	A5G5W5	A5G5W5_GEOUR	LamG domain protein jellyroll fold domain protein	carbohydrate binding [GO:0030246]			1.0		PF13205;PF17957;PF13620;PF13385;
tr|A5G4Y3|A5G4Y3_GEOUR	A5G4Y3	100.0	203	0	0	1	203	1	203	3.019999999999999e-137	391.0	A5G4Y3	A5G4Y3_GEOUR	Prepilin-type N-terminal cleavage/methylation domain-containing protein	membrane [GO:0016020]			1.0		PF07963;
tr|A5G485|A5G485_GEOUR	A5G485	100.0	420	0	0	1	420	1	420	1.5499999999999992e-298	817.0	A5G485	A5G485_GEOUR	Porin				1.0		
tr|A5G481|A5G481_GEOUR	A5G481	100.0	387	0	0	1	387	1	387	1.0299999999999995e-268	739.0	A5G481	A5G481_GEOUR	Iron-containing alcohol dehydrogenase	alcohol dehydrogenase (NAD+) activity [GO:0004022]; metal ion binding [GO:0046872]			1.0	Iron-containing alcohol dehydrogenase family	PF00465;
tr|A5G3P3|A5G3P3_GEOUR	A5G3P3	100.0	470	0	0	1	470	1	470	0.0	967.0	A5G3P3	A5G3P3_GEOUR	Glutamine synthetase (EC 6.3.1.2)	cytoplasm [GO:0005737]; membrane [GO:0016020]; ATP binding [GO:0005524]; glutamine synthetase activity [GO:0004356]; metal ion binding [GO:0046872]; glutamine biosynthetic process [GO:0006542]; nitrogen utilization [GO:0019740]		6.3.1.2	3.0	Glutamine synthetase family	PF00120;PF03951;
tr|A5G3N6|A5G3N6_GEOUR	A5G3N6	100.0	536	0	0	1	536	1	536	0.0	1065.0	A5G3N6	A5G3N6_GEOUR	Alginate export domain-containing protein				1.0		PF13372;
tr|A5D4X5|A5D4X5_PELTS	A5D4X5	100.0	385	0	0	1	385	1	385	2.6699999999999983e-279	766.0	A5D4X5	A5D4X5_PELTS	Alcohol dehydrogenase	alcohol dehydrogenase (NAD+) activity [GO:0004022]; metal ion binding [GO:0046872]			1.0	Iron-containing alcohol dehydrogenase family	PF00465;
tr|A5D4P0|A5D4P0_PELTS	A5D4P0	100.0	387	0	0	1	387	1	387	7.889999999999996e-273	749.0	A5D4P0	A5D4P0_PELTS	Alcohol dehydrogenase	alcohol dehydrogenase (NAD+) activity [GO:0004022]; metal ion binding [GO:0046872]			1.0	Iron-containing alcohol dehydrogenase family	PF00465;
tr|A5D0L9|A5D0L9_PELTS	A5D0L9	100.0	353	0	0	1	353	1	353	1.0999999999999995e-264	726.0	A5D0L9	A5D0L9_PELTS	Acyl CoA:acetate/3-ketoacid CoA transferase, alpha subunit	CoA-transferase activity [GO:0008410]			1.0	3-oxoacid CoA-transferase subunit B family	PF01144;
tr|A5D0L8|A5D0L8_PELTS	A5D0L8	100.0	261	0	0	1	261	1	261	5.399999999999998e-187	522.0	A5D0L8	A5D0L8_PELTS	Acyl CoA:acetate/3-ketoacid CoA transferase, beta subunit	CoA-transferase activity [GO:0008410]			1.0	3-oxoacid CoA-transferase subunit B family	PF01144;
